ecosystem,model,dataset,repetition,tracked_j,tracked_s,untracked_s,gap_power_bound_w,job_j_lower,job_j_upper,inflation
Rust/tch,resnet18,fashionmnist,0,42489.84779899999,160.861105,195.47721,166.94108952355927,42489.84779899999,75123.02621342559,1.7680229538311887
Rust/tch,resnet18,tinyimagenet,0,147234.675845,770.5038870000001,100.77484699999991,166.94108952355927,147234.675845,164058.13859974997,1.1142629116286489
Rust/tch,resnet18,tinyimagenet,1,148045.88998,776.794561,99.6016219999999,166.94108952355927,148045.88998,164673.4932749937,1.1123138460462494
Rust/tch,vgg16,cifar100,0,171142.66598500003,449.816868,100.56187899999998,166.94108952355927,171142.66598500003,187930.57562979637,1.098093070761605
Rust/tch,vgg16,cifar100,1,170294.774707,447.739514,99.54242999999997,166.94108952355927,170294.774707,186912.49642502263,1.0975820999006822
Rust/tch,vgg16,cifar100,2,167505.51146200002,447.509072,138.77381499999996,166.94108952355927,167505.51146200002,190672.56333544088,1.1383062065912768
Rust/tch,vgg16,cifar100,3,169112.65228999997,448.22740600000003,100.069185,166.94108952355927,169112.65228999997,185818.3110616346,1.0987842041705265
Rust/tch,vgg16,cifar100,4,169240.67910100002,447.78934100000004,99.488425,166.94108952355927,169240.67910100002,185849.38516548293,1.0981366073021435
Rust/tch,vgg16,fashionmnist,0,222858.308078,624.409822,100.89851400000009,166.94108952355927,222858.308078,239702.4159364681,1.0755821400769707
Rust/tch,vgg16,fashionmnist,1,223216.42671100004,624.915923,100.36700099999996,166.94108952355927,223216.42671100004,239971.8032101522,1.0750633667335132
Rust/tch,vgg16,tinyimagenet,0,429713.06590399996,1339.3725569999997,100.15839100000039,166.94108952355927,429713.06590399996,446433.61682246666,1.0389109669804693
Rust/tch,vgg16,tinyimagenet,1,433074.7721,1339.8946199999998,100.6713050000003,166.94108952355927,433074.7721,449880.9494404586,1.0388066413080694
